2523.575361	0.027866
2493.212701	0.025022
2510.796342	0.022233
2496.469106	0.019713
2484.325041	0.017124
2464.669037	0.014617
2446.395774	0.012223
2467.716936	0.010049
2546.532335	0.007995
2520.810469	0.006111
2581.276340	0.004319
2542.921067	0.002788
2650.968134	0.001438
2548.674385	0.000261
2522.607137	-0.000842
2474.702137	-0.001611
2514.068786	-0.002440
2491.340407	-0.003042
2413.744462	-0.003564
2541.468013	-0.003804
2593.743652	-0.004104
2505.669931	-0.004164
2581.461019	-0.004296
2456.533413	-0.004260
2599.194430	-0.004233
2530.115695	-0.003979
2437.618177	-0.003726
2576.964913	-0.003246
2581.798920	-0.003061
2450.305447	-0.002666
2461.857899	-0.002589
2485.967791	-0.002280
2603.882561	-0.001939
2517.450240	-0.001727
2397.493668	-0.001324
2576.672708	-0.001148
2499.165108	-0.000949
2416.148854	-0.000594
2574.403065	-0.000428
2542.671727	-0.000060
2569.880320	0.000215
2503.541983	0.000449
2562.218009	0.000578
2466.208936	0.000660
2488.665281	0.000757
2484.135761	0.000869
2612.247115	0.000916
2494.040306	0.000898
2539.007822	0.000879
2598.015629	0.000757
2558.247123	0.000839
2597.132168	0.001020
2584.547210	0.001035
2451.559877	0.001115
2588.972031	0.001034
2477.908547	0.000924
2497.063560	0.000923
2631.686531	0.000880
2625.533783	0.000952
2578.768842	0.001060
2545.121253	0.001138
2524.843594	0.001083
2612.127659	0.001156
2589.026306	0.001020
2698.704612	0.001052
2587.771934	0.001087
2578.198603	0.000983
2518.365290	0.000942
2527.107806	0.000785
2628.032838	0.000733
2495.069930	0.000687
2488.923107	0.000774
2509.374624	0.000610
2512.801026	0.000780
2501.887470	0.000776
2594.912490	0.000730
2665.443454	0.000700
2581.746670	0.000642
2532.903308	0.000591
2484.754994	0.000593
2601.869181	0.000540
2648.292499	0.000516
2678.465628	0.000511
2661.839022	0.000481
2593.578616	0.000480
2642.957415	0.000459
2708.462214	0.000514
2726.055714	0.000573
2855.623447	0.000573
2743.075682	0.000552
2839.172864	0.000571
2792.468871	0.000545
2866.897630	0.000589
2848.561216	0.000560
2842.402985	0.000519
2872.839642	0.000448
2861.742505	0.000426
2930.035676	0.000514
3069.673776	0.000621
2972.385911	0.000712
2965.903922	0.000652
2898.553516	0.000775
3037.060388	0.000870
3071.945434	0.000885
3125.421432	0.000789
3165.090494	0.000808
3187.221020	0.000811
3130.520913	0.000792
3213.275762	0.000846
3206.798696	0.000871
3232.985842	0.000850
3156.926247	0.000718
3248.520853	0.000846
3217.026252	0.000950
3378.451637	0.000988
3320.606833	0.001001
3220.056224	0.001056
3310.993101	0.001138
3302.785579	0.001215
3371.392117	0.001144
3458.379262	0.001140
3407.022900	0.001090
3491.576423	0.001087
3391.876996	0.001036
3458.827557	0.001038
3414.609299	0.001188
3532.971746	0.001214
3529.725521	0.001193
3542.616006	0.001277
3622.619389	0.001258
3649.545917	0.001256
3685.955395	0.001226
3693.752884	0.001162
3666.894921	0.001120
3772.101567	0.001221
3780.941141	0.001060
3767.245559	0.001163
3820.489135	0.001165
3805.956163	0.001209
3899.123430	0.001123
3902.597958	0.001217
3968.864363	0.001388
3929.854452	0.001245
3991.903390	0.001153
3994.751099	0.001103
3914.833340	0.000894
4081.190750	0.000874
4157.129250	0.000786
4103.560513	0.000835
4026.830408	0.000902
4091.296808	0.000970
4131.547394	0.001143
4091.582237	0.001202
4222.319009	0.001386
4182.792159	0.001398
4214.499987	0.001383
4185.733661	0.001552
4183.781572	0.001587
4208.018020	0.001600
4286.335203	0.001616
4332.582314	0.001516
4382.691634	0.001618
4383.044475	0.001536
4400.390856	0.001656
4357.662181	0.001633
4301.087975	0.001587
4491.853611	0.001705
4555.039041	0.001699
4545.061506	0.001564
4490.372596	0.001601
4555.442118	0.001628
4618.215917	0.001510
4571.592026	0.001448
4616.745246	0.001510
4599.029835	0.001653
4583.317628	0.001668
4593.463497	0.001642
4609.114136	0.001526
4702.789765	0.001551
4700.484402	0.001664
4744.168742	0.001606
4729.196345	0.001678
4726.752094	0.001693
4987.873663	0.001520
4849.962493	0.001623
4830.330366	0.001739
4775.891132	0.001723
4918.404702	0.001619
4926.319394	0.001520
4853.973273	0.001378
4873.055594	0.001438
4957.628111	0.001613
4985.305342	0.001639
5028.084446	0.001601
5194.125938	0.001607
4892.800401	0.001650
5102.057444	0.001715
5047.153677	0.001885
5157.192902	0.001998
5184.019957	0.002026
5241.830931	0.002088
5229.805640	0.002212
5293.850845	0.002208
5128.073975	0.002179
5155.758195	0.002330
5222.100852	0.002289
5105.326766	0.002170
5391.654261	0.002156
5208.943790	0.002084
5302.613414	0.002039
5145.167341	0.001953
5176.992605	0.001932
5298.928183	0.001872
5161.640206	0.001879
5138.675783	0.002100
5203.080174	0.002086
5142.270608	0.002065
5324.988771	0.002050
5056.539170	0.002111
5269.329263	0.002105
5256.369384	0.002142
5153.725018	0.002048
5151.593082	0.002226
5253.408805	0.002275
5157.304522	0.002300
5163.318108	0.002165
5229.442614	0.002091
5158.238687	0.002179
5233.516745	0.002169
5213.179705	0.002103
5183.307054	0.002017
5174.586658	0.001907
5149.743229	0.001843
5158.293992	0.001765
5063.315691	0.001806
5254.787522	0.001598
5212.986601	0.001734
5271.338068	0.001755
5144.557004	0.001730
5255.415041	0.001698
5248.198820	0.001580
5219.699163	0.001608
5164.923667	0.001653
5124.506471	0.001656
5155.036461	0.001673
5136.242541	0.001630
5169.412578	0.001576
5193.488510	0.001556
5302.718790	0.001542
5267.499002	0.001533
5313.901097	0.001407
5394.480249	0.001334
5276.531760	0.001492
5151.054655	0.001557
5348.310822	0.001642
5179.318474	0.001755
5198.208111	0.001787
5256.429466	0.001784
5227.720518	0.001912
5234.380934	0.001944
5320.459293	0.002039
5171.502983	0.002107
5169.335476	0.002073
5233.318528	0.001996
5311.555488	0.002173
5275.947507	0.002190
5345.886163	0.002163
5214.857770	0.002031
5251.355545	0.002048
5236.358127	0.002128
5272.303536	0.002117
5310.963201	0.002110
5353.523624	0.002116
5237.824617	0.002023
5219.832842	0.001940
5208.375331	0.001975
5256.696837	0.002090
5384.088182	0.002053
5221.680648	0.001980
5260.586573	0.001969
5258.580903	0.002063
5353.627368	0.002030
5364.720460	0.001912
5345.231504	0.001743
5300.396130	0.001851
5312.623574	0.001732
5254.165018	0.001828
5231.367715	0.001789
5124.568555	0.001761
5326.765591	0.001793
5259.930846	0.001950
5207.135235	0.001984
5232.213443	0.001930
5287.345135	0.001795
5243.768811	0.001809
5359.984995	0.001729
5221.628192	0.001650
5346.101584	0.001674
5336.697954	0.001837
5266.698189	0.001771
5191.415788	0.001847
5281.173465	0.001791
5404.794706	0.001738
5228.258428	0.001797
5309.129651	0.001814
5257.666828	0.001779
5178.245828	0.001708
5343.204849	0.001748
5203.716610	0.001668
5289.882638	0.001641
5286.283131	0.001591
5140.091547	0.001727
5259.340403	0.001768
5275.667700	0.001739
5260.685164	0.001743
5311.193080	0.001743
5225.987524	0.001588
5313.016953	0.001606
5235.411394	0.001616
5319.338860	0.001662
5198.851393	0.001587
5251.140063	0.001763
5232.601938	0.001815
5269.379688	0.001850
5320.599878	0.001869
5230.911332	0.001974
5304.998019	0.001879
5307.630433	0.001825
5337.417634	0.001792
5149.317636	0.001799
5313.408251	0.001791
5231.416887	0.001700
5353.625899	0.001726
5314.641761	0.001746
5298.819580	0.001682
5262.741602	0.001741
5322.006051	0.001879
5261.379989	0.001962
5271.702206	0.001987
5227.460050	0.002015
5294.940925	0.002073
5319.808919	0.002042
5212.062670	0.001894
5260.152680	0.001955
5429.917303	0.001893
5365.680950	0.001783
5288.707787	0.001869
5319.537086	0.001864
5271.247719	0.001910
5211.226989	0.001947
5340.436534	0.001953
5243.649047	0.001931
5172.464301	0.001997
5422.077662	0.001853
5302.788299	0.001802
5303.458718	0.001836
5308.471956	0.001901
5349.651227	0.001845
5204.699089	0.001770
5296.908934	0.001825
5358.356857	0.001743
5389.431140	0.001829
5369.168563	0.001827
5327.880034	0.001843
5319.998957	0.001765
5267.338818	0.001664
5248.787324	0.001702
5314.025252	0.001793
5193.472858	0.001822
5404.969565	0.001873
5349.981965	0.001910
5294.310338	0.001772
5292.756857	0.001687
5262.821460	0.001675
5356.589378	0.001558
5297.944310	0.001679
5276.962888	0.001662
5256.391517	0.001556
5322.464580	0.001522
5305.766292	0.001567
5273.206228	0.001615
5280.407297	0.001687
5248.260320	0.001708
5399.537562	0.001641
5298.207761	0.001690
5149.633256	0.001680
5154.786862	0.001881
5325.354499	0.001914
5440.629026	0.001916
5354.288356	0.001961
5316.473912	0.001921
5299.859308	0.001851
5291.779372	0.001928
5419.609159	0.002087
5265.776686	0.002059
5332.826306	0.001937
5343.892327	0.001849
5262.697263	0.001796
5349.807967	0.001757
5299.172491	0.001573
5298.666855	0.001653
5237.783568	0.001600
5226.171171	0.001684
5245.409738	0.001788
5279.808737	0.001695
5330.489009	0.001872
5366.867837	0.001760
5237.637285	0.001709
5338.112371	0.001757
