   80.194761	    1.300319	    0.172733	4083936.346231	    0.440246	    2.993106	    0.424041	    0.401667	 2500.136722	
   80.303293	    1.096404	    0.323341	4083689.828745	    0.440393	    2.993828	    0.654231	    0.280932	 2499.856332	
   80.509163	    0.953566	    0.456250	4083496.673359	    0.441227	    2.993966	    1.047337	    0.195887	 2497.324253	
   80.608953	    0.832422	    0.571825	4083339.339185	    0.441615	    2.995633	    1.051736	    0.205125	 2500.174064	
   80.837416	    0.731737	    0.673368	4083166.348738	    0.443721	    3.001858	    1.296859	    0.197183	 2496.089477	
   80.755560	    0.669658	    0.757902	4083066.775778	    0.442612	    3.006632	    1.661812	    0.298842	 2496.208703	
   80.729353	    0.543755	    0.828693	4082879.289296	    0.446554	    3.003916	    1.477939	    0.325815	 2497.650821	
   80.441246	    0.548641	    0.886914	4082783.359506	    0.438396	    3.008907	    1.352735	    0.318935	 2503.927658	
   80.621491	    0.479172	    0.932516	4082582.973380	    0.446235	    3.014599	    1.348689	    0.327944	 2508.251914	
   80.550989	    0.445913	    0.971594	4082391.935341	    0.452044	    3.014341	    1.316394	    0.378619	 2503.015005	
   80.543454	    0.424699	    0.996943	4082232.683196	    0.452455	    3.011512	    1.289087	    0.366257	 2510.615395	
   80.258857	    0.442808	    1.012215	4082082.224109	    0.452780	    3.008156	    1.251465	    0.359740	 2508.207837	
   80.146875	    0.437875	    1.019169	4081990.501538	    0.443010	    3.007699	    1.276106	    0.333545	 2507.967335	
   80.156955	    0.443586	    1.021210	4081798.044576	    0.451556	    3.002442	    1.340022	    0.329689	 2505.391193	
   80.085473	    0.460876	    1.016908	4081644.828317	    0.452143	    3.001289	    1.330932	    0.326476	 2506.900723	
   80.106314	    0.464077	    1.006535	4081532.660077	    0.444979	    2.999627	    1.348210	    0.314990	 2503.040255	
   80.174114	    0.481115	    0.989155	4081419.048075	    0.438755	    3.001933	    1.334349	    0.308390	 2499.905375	
   80.086620	    0.509859	    0.972764	4081245.322984	    0.445268	    3.005923	    1.397905	    0.316444	 2504.363896	
   80.130007	    0.538395	    0.946873	4081076.087764	    0.448970	    3.002159	    1.438074	    0.330551	 2504.450091	
   80.242140	    0.561720	    0.925096	4080800.901256	    0.471393	    2.998846	    1.512657	    0.381067	 2505.984420	
   79.957361	    0.593603	    0.900039	4080769.468498	    0.448974	    2.999380	    1.462552	    0.414551	 2512.693980	
   79.868026	    0.620067	    0.876013	4080639.136022	    0.445092	    2.995463	    1.470661	    0.460481	 2514.932847	
   79.911340	    0.648440	    0.849776	4080461.286114	    0.450738	    3.002419	    1.524766	    0.456231	 2513.596907	
   79.820652	    0.686836	    0.828432	4080329.619859	    0.448191	    3.000225	    1.533137	    0.487874	 2520.425473	
   79.804901	    0.716763	    0.804817	4080119.919414	    0.459732	    3.004201	    1.599078	    0.508629	 2521.345247	
   79.559591	    0.755256	    0.780216	4079935.571655	    0.466434	    3.004946	    1.679318	    0.525037	 2519.939018	
   79.694983	    0.776686	    0.753314	4079772.030832	    0.466338	    3.001490	    1.721077	    0.524235	 2526.171474	
   79.774839	    0.807533	    0.731745	4079659.407250	    0.456376	    3.000690	    1.716088	    0.525089	 2523.327145	
   80.019261	    0.825181	    0.712153	4079671.995349	    0.425240	    2.995454	    1.643925	    0.480396	 2522.251226	
   80.041111	    0.848150	    0.699367	4079507.478141	    0.429859	    3.002204	    1.677278	    0.484635	 2522.156100	
   80.062980	    0.870868	    0.684079	4079297.918814	    0.442781	    3.004005	    1.734027	    0.497422	 2524.921762	
   79.949889	    0.888956	    0.670481	4079182.185564	    0.437981	    3.008231	    1.750940	    0.513527	 2524.588563	
   79.837705	    0.901477	    0.660614	4078943.941357	    0.455767	    3.006477	    1.840256	    0.559823	 2531.935029	
   79.634430	    0.913241	    0.649633	4078814.385820	    0.452304	    3.009112	    1.870808	    0.587068	 2526.696864	
   79.727868	    0.917272	    0.642041	4078692.082761	    0.446647	    3.007576	    1.887350	    0.574924	 2525.982042	
   80.004774	    0.929074	    0.636158	4078642.393688	    0.427233	    3.004021	    1.838659	    0.550435	 2522.627712	
   79.828470	    0.940681	    0.631787	4078489.223624	    0.431180	    3.000590	    1.875343	    0.582075	 2521.728075	
   79.766507	    0.945818	    0.628399	4078432.289963	    0.416214	    3.001991	    1.861009	    0.565569	 2521.306066	
   79.637914	    0.942762	    0.628104	4078334.531354	    0.411405	    2.999286	    1.872349	    0.586762	 2527.390233	
   79.791669	    0.952417	    0.624611	4078234.271137	    0.405907	    2.999818	    1.861986	    0.569477	 2531.859091	
   79.596438	    0.961973	    0.621132	4078095.521738	    0.409597	    3.001001	    1.887610	    0.603633	 2535.110505	
   79.584145	    0.958850	    0.622166	4077958.718473	    0.412001	    3.000188	    1.918920	    0.598669	 2538.021587	
   79.452602	    0.957871	    0.625434	4077746.789395	    0.428342	    2.997481	    1.998028	    0.632554	 2535.762872	
   79.369539	    0.957380	    0.629486	4077682.572585	    0.415705	    2.995666	    1.977089	    0.614010	 2540.177700	
   79.128934	    0.951942	    0.636127	4077525.953906	    0.421709	    3.002079	    2.025967	    0.653494	 2543.259204	
   79.183394	    0.949322	    0.644597	4077329.130599	    0.433339	    3.001297	    2.081907	    0.661010	 2544.715465	
   79.253584	    0.946532	    0.652231	4077190.938837	    0.432847	    3.003097	    2.097528	    0.666268	 2551.783096	
   79.303294	    0.945448	    0.657813	4076989.141276	    0.444006	    2.999989	    2.157169	    0.676141	 2548.828190	
   79.456129	    0.949823	    0.666030	4076802.697427	    0.451038	    2.999260	    2.189125	    0.674625	 2544.723287	
   79.482183	    0.947648	    0.669786	4076694.233301	    0.442450	    2.995676	    2.197832	    0.659459	 2552.240549	
